Year,Month,Total,Russian Federation,Germany,Sweden,United Kingdom,China and Hong Kong,France,United States,Japan,Netherlands,Estonia,Norway,Switzerland,Spain,Italy,Poland,Denmark,Afghanistan,Albania,Algeria,United Arab Emirates,Argentina,Australia,Bahrain,Belgium,Brazil,Bulgaria,Chile,Egypt,South Africa,Philippines,Georgia,Hong Kong,Indonesia,India,Iran,Ireland,Iceland,Israel,Austria,Canada,Kazakhstan,Kenya,China,Colombia,Democratic People'S Republic Of Korea,"Korea, Republic Of",Greece,Croatia,Kuwait,Cyprus,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Malaysia,Malta,Morocco,Mexico,Nigeria,Pakistan,Peru,Portugal,Romania,Saudi Arabia,Sierra Leone,Singapore,Slovakia,Slovenia,"Taiwan, Province Of China",Tanzania,Thailand,Czech Republic,Turkey,Ukraine,Hungary,Uruguay,New Zealand,Belarus,Venezuela,Vietnam,Other
2011,May,372133,67397,33881,45354,22483,8961,11258,19371,8195,10151,16087,9736,5340,7632,9781,6024,8550,112,60,72,187,408,3625,25,3515,1521,621,187,153,752,297,178,451,229,6530,278,1252,1223,762,3623,3280,85,59,8510,128,126,2372,1155,486,36,138,3287,20,77,1818,242,283,119,104,592,76,149,211,1451,1469,178,38,1162,998,537,786,79,545,2540,1341,1037,2083,184,378,187,82,106,17337
2011,Jun,538432,78187,73995,63251,27603,13444,14852,28384,12698,17383,18585,15226,13862,11585,13798,8550,12578,310,86,55,405,724,6416,13,4738,2177,735,315,400,892,288,380,1266,301,7146,395,2840,2004,1429,6998,4259,97,99,12178,170,112,2628,1956,606,58,129,3791,50,51,2283,298,584,165,110,761,384,147,107,1829,1790,205,118,1606,1334,597,2668,97,970,3102,2329,793,2291,107,656,621,123,174,21705
2011,Jul,754293,142771,92097,119049,26469,11907,20426,26003,13816,21893,26698,45891,25053,18298,19212,11228,12408,162,82,69,372,681,7089,8,6206,2965,550,199,423,1598,331,313,1864,300,3970,202,1879,956,1114,12916,3562,59,79,10043,131,143,3540,1888,831,158,272,4539,10,52,3390,666,227,38,45,871,87,111,129,1414,1644,151,56,725,988,880,2277,44,1518,4390,1683,1817,4642,56,649,1967,89,75,20889
2011,Aug,726383,137715,92601,75973,29546,14453,22325,28187,20111,17186,23974,19774,17086,26172,40935,8462,10979,52,45,35,398,667,6813,29,5719,2288,720,218,127,422,242,291,1157,518,4407,608,1839,1429,3769,8999,5427,187,334,13296,498,182,4464,3096,409,24,336,4950,156,65,3143,474,303,307,41,689,88,134,77,2726,2303,186,48,694,1449,844,1317,100,12985,4593,1686,1417,3023,81,594,2932,202,219,24033
2011,Sep,411925,64310,36902,45633,21215,12137,8411,20874,14354,8460,18386,11697,6098,8707,8982,6030,8914,61,85,58,320,387,4835,26,3473,2016,456,205,182,463,272,217,749,632,5008,488,1301,926,1290,4028,2898,189,108,11388,86,223,2404,1277,388,46,140,3059,28,20,2350,359,301,55,101,590,114,179,55,1434,1180,211,31,898,1123,480,829,126,15618,2592,1765,993,2036,2378,394,418,159,140,24174
2011,Oct,321670,65313,25529,35888,16766,7960,8622,14943,8901,6553,17618,9534,4234,6397,7226,4738,7267,72,75,19,220,158,2311,16,2718,1195,330,256,182,657,146,159,560,680,4095,208,995,1230,716,2919,2067,399,72,7400,89,247,1574,741,624,102,127,2466,23,28,2101,279,269,38,52,365,145,97,86,1070,1197,270,70,748,694,297,672,169,1987,2152,1272,1011,1900,42,246,640,41,83,20312
2011,Nov,344950,96646,26595,32987,17906,6724,8183,10998,10794,6153,19834,11563,4423,4820,8315,5431,6162,175,60,8,166,106,2171,0,2600,598,376,124,364,456,58,133,484,79,3738,254,918,520,568,3305,2240,648,34,6240,75,53,1464,672,289,44,96,2016,22,72,1727,175,232,17,40,413,137,48,45,876,1023,222,68,676,799,757,401,189,524,3018,977,2626,1391,639,118,1209,18,97,17728
2011,Dec,511558,140799,24704,20168,103406,8796,26645,8795,17133,8689,19780,8008,7513,14557,16243,4305,4085,57,27,18,321,73,3956,3,2822,709,337,148,161,737,96,109,1763,432,3151,91,1397,208,515,2219,2110,209,33,7033,26,67,979,2753,314,12,158,3373,26,12,2214,301,321,115,71,366,42,62,25,1677,2681,279,15,4020,524,392,698,35,567,1521,758,2481,1465,464,210,198,49,34,19892
2012,Jan,622594,321505,31191,23389,38923,6102,25515,9531,15741,17644,19208,7025,11908,5601,8754,5707,5671,71,5,43,249,121,2703,6,3355,796,308,101,123,560,82,234,1002,77,2678,108,668,248,591,2123,1622,244,27,5100,30,382,1537,1568,205,23,252,3071,32,8,1804,263,175,39,69,348,21,57,7,1573,809,125,98,646,440,581,461,62,425,1760,1327,5203,1121,12,125,309,42,124,20800
2012,Feb,434644,80540,43212,25982,44407,4566,35748,10692,20013,24236,21394,10388,15020,6274,7106,6764,6336,63,22,97,118,113,1736,29,6708,830,458,186,89,400,87,394,508,59,3271,123,903,481,5294,3621,1824,663,45,4058,95,155,1174,775,438,18,94,2713,46,45,2104,282,311,79,45,272,69,132,31,1667,1349,106,24,634,670,640,528,44,438,2774,1615,968,1150,15,93,373,34,49,17737
2012,Mar,456629,114380,43400,32352,31656,6189,26912,11386,15498,18759,24126,14861,9399,7028,8051,7510,6690,26,29,37,170,130,1965,12,6280,1068,549,121,106,859,116,175,809,62,3142,104,1289,773,2779,4132,2451,212,98,5380,48,159,1184,867,511,27,88,3708,60,61,2083,368,194,80,53,363,98,57,36,1397,1468,118,103,553,823,760,544,23,923,2800,1124,1492,1321,31,137,448,67,61,21320
2012,Apr,324125,76184,28459,33534,20920,5562,10355,11621,5185,6995,15506,15258,5572,7849,6697,4769,5641,46,26,52,306,229,2200,7,3699,1083,375,161,169,562,173,165,636,112,3497,135,1546,743,690,3120,1813,263,74,4926,55,186,1305,720,291,17,73,2655,20,24,1522,218,128,97,82,316,94,101,41,1059,926,338,80,530,772,639,376,14,1470,2148,1206,798,1299,18,323,306,24,108,16831
2012,May,396466,80958,31297,46619,19811,8385,10814,19167,8449,9537,15656,10992,12330,4692,7491,6061,7577,22,94,52,297,257,3863,14,3226,1574,417,193,175,732,189,202,296,324,4446,198,1432,737,690,4368,5223,1034,107,8089,87,2239,1706,842,571,74,98,5285,25,44,2522,371,467,78,72,510,48,109,33,1728,1100,316,92,887,4061,749,505,110,735,3402,1655,1076,1584,63,379,1216,112,126,23302
2012,Jun,570196,100748,76445,57262,24787,15451,17064,26479,12440,17550,21517,15784,13627,8802,11476,7491,10480,58,99,121,271,523,6759,41,5126,2612,681,363,338,939,320,460,1618,304,5558,424,2381,1268,1210,9088,3854,170,128,13833,292,264,2716,1827,545,188,263,3193,48,33,2591,460,617,108,111,646,89,137,65,2411,2235,319,67,1164,1129,953,2504,59,686,3816,2481,1561,2691,216,691,533,69,200,36268
2012,Jul,745539,156081,93471,114912,23753,13101,18307,27040,16030,22294,24339,41991,25297,11881,13286,7571,9377,35,62,51,328,459,8041,55,6850,4533,511,242,61,882,228,422,1513,183,2520,302,1822,605,1483,12451,5192,540,68,11588,256,248,3119,1455,310,18,210,3715,41,68,3868,676,410,105,40,798,94,92,57,1479,2214,175,27,671,740,1027,2785,52,4620,4626,1793,1916,2143,51,649,1371,183,78,23601
2012,Aug,719050,159174,74935,75189,27736,15695,22802,30080,22211,17123,23492,21274,14452,17013,30544,8414,8683,36,175,75,393,496,6105,9,5245,2588,365,347,321,737,300,272,1685,1698,4190,469,1699,1450,2891,6575,5375,170,435,14010,199,338,5517,1324,640,98,194,4630,88,31,4064,759,404,99,82,613,272,280,118,2513,2236,180,98,1087,1061,526,1618,123,15068,4464,1770,2406,2629,242,660,2955,254,289,32193
2012,Sep,415048,73422,35494,43120,20801,12553,9475,20644,17353,8031,17415,13618,6898,6067,9101,7977,8262,45,113,51,201,269,4911,28,3417,2388,398,327,266,665,343,200,1160,975,4037,331,1292,1218,1077,4013,3072,223,182,11393,274,351,2327,841,384,39,164,3352,43,41,3146,293,359,102,153,493,215,283,78,1244,1278,428,80,1173,629,638,697,157,9269,2896,1576,1658,1853,209,403,465,85,327,24219
2012,Oct,333554,71892,25376,33671,17752,8748,8629,13578,13433,7514,16406,10856,4210,4521,6742,5457,7894,27,3,145,314,149,2690,2,3343,1158,472,180,168,415,315,198,612,193,3493,346,1251,1039,661,2668,2235,433,157,8136,179,106,1915,799,290,40,69,4043,83,24,2781,240,294,81,43,394,189,326,77,766,968,358,122,748,597,474,485,40,777,2076,1516,1792,1956,21,297,1317,41,89,19659
2012,Nov,362323,111778,24790,30382,20388,6262,9056,10016,12851,6838,18646,13860,5233,4498,7890,4762,6429,79,62,36,236,307,2535,1,2911,851,394,262,153,469,328,145,669,166,3200,241,906,607,486,3408,1939,1061,37,5593,146,259,1988,573,383,10,91,2702,24,79,3180,266,167,40,62,342,213,91,62,619,884,287,38,737,738,661,317,51,446,2966,1157,3152,1354,143,207,937,21,40,16129
2012,Dec,535382,160238,26169,20590,114607,9977,23209,8491,17715,8397,17777,6732,8954,12594,13709,3902,3636,68,61,34,324,68,4527,62,3289,726,238,81,125,523,81,179,2026,747,2724,81,1750,316,465,1927,2192,967,47,7951,102,99,1525,2288,290,8,151,3301,110,12,2333,379,604,54,45,394,156,57,33,955,1924,204,82,4217,731,275,461,6,718,1545,772,3898,1056,33,318,458,21,81,17410
2013,Jan,615003,314222,31717,22891,44952,4536,29744,8386,17040,18500,14998,6859,12285,6169,7272,4300,5173,45,19,47,165,62,2917,10,3950,686,189,86,101,432,65,137,533,67,2782,128,1100,327,453,2093,1493,2192,75,4003,85,117,1519,806,202,48,108,2438,41,29,1531,205,203,25,62,362,95,72,61,1025,746,111,40,577,556,323,479,50,434,1628,1647,8350,947,9,176,436,22,42,16195
2013,Feb,428831,81866,39988,24017,49783,6856,32875,9111,24086,24609,14822,12208,14980,8140,6828,3931,5130,41,5,62,157,219,2326,9,6195,601,399,176,212,655,106,244,1941,87,2513,96,1215,215,6182,3152,1511,218,35,4915,55,186,1110,663,304,21,51,2567,68,5,1891,260,375,40,69,372,78,81,35,996,637,202,21,818,673,267,820,20,596,2192,1220,1266,1363,12,233,317,36,70,16124
2013,Mar,475584,126625,42837,29161,35021,8035,32005,11368,20740,19473,17179,14252,11118,8660,8625,4851,5414,50,7,64,280,67,2623,0,4866,925,304,106,159,527,227,264,1647,98,3154,179,1557,564,7432,3944,2380,150,66,6388,105,53,1328,742,505,8,102,4874,44,81,2422,554,220,15,44,262,174,55,150,1585,971,167,28,1225,664,715,548,59,615,2290,1340,1131,1242,47,135,597,44,25,17026
2013,Apr,300832,72815,23838,31314,21508,5567,8568,10749,5203,7537,11681,13976,4599,5100,5653,3397,5521,97,24,20,201,93,2083,5,3654,1039,388,178,87,540,366,260,716,246,3353,164,1361,623,465,3042,2201,146,61,4851,93,80,1415,705,349,10,81,2732,14,11,1427,181,240,185,85,205,95,98,41,1153,783,125,16,427,643,560,275,83,1434,1930,1562,941,1181,18,157,236,31,128,17812
2013,May,425716,123100,35958,44847,22200,9604,9383,18136,8690,7969,12206,11447,6519,5465,7070,6029,7328,56,18,23,162,316,4062,14,3653,1735,320,216,213,421,265,233,636,334,4427,196,1101,1218,484,5418,2990,791,149,8968,223,167,2780,634,363,109,103,6533,29,15,2503,345,304,56,90,539,179,349,55,1526,775,190,255,833,3825,485,816,109,972,2171,1305,724,1355,36,199,385,74,117,19818
2013,Jun,564366,106902,65857,57351,27695,21540,15261,27571,13305,15681,15161,15434,13896,8263,9801,8147,10700,42,97,105,359,738,7236,34,4573,2634,689,366,349,1066,319,249,1724,344,5871,229,2152,731,942,7919,5112,312,289,19816,436,248,3655,1156,1103,106,165,3448,70,33,2986,371,741,70,67,844,125,183,73,1490,1513,367,44,1384,663,743,2461,150,1049,2591,1853,1682,2049,44,723,469,58,118,32173
2013,Jul,764024,169977,83479,121134,27121,18820,18359,26141,23494,17787,20841,38776,25627,10689,12885,6644,10160,41,32,30,330,646,7828,7,5753,2474,385,222,129,813,119,265,1909,178,3335,257,2386,954,2818,9351,4489,441,86,16911,256,436,3224,1206,251,52,92,3529,124,71,2157,846,358,43,44,949,36,43,46,973,1639,118,39,541,672,820,2976,31,3687,4236,1778,2653,2560,62,605,678,85,162,31823
2013,Aug,717148,180305,71497,71221,30861,21370,20229,26179,27890,14164,19967,19442,14655,16423,25370,7743,9389,49,21,50,751,807,6449,14,4313,2082,259,405,284,846,384,210,1421,1840,4548,286,1517,701,4017,5975,3965,214,202,19949,366,259,3918,1507,339,165,142,3651,63,103,2609,908,442,157,138,661,145,103,61,1624,2119,501,106,1131,1072,862,1336,178,9900,3822,2107,1529,2972,211,596,387,111,182,32401
2013,Sep,430798,83768,31146,44404,24408,15204,8842,17609,19209,8130,14505,11832,6380,6800,7225,6253,7439,46,34,57,307,414,5265,29,3139,2650,325,342,326,692,353,174,897,339,5043,314,1617,765,1114,3192,3407,586,221,14307,121,298,3959,747,331,179,103,3652,142,31,2553,305,315,39,58,621,155,147,68,1380,1354,356,67,901,624,713,650,93,17752,2744,1752,1479,1627,399,426,297,96,240,24915
2013,Oct,325725,74715,23061,31446,19059,11283,7074,11545,13979,7361,13430,9905,4558,4820,6360,5268,6901,127,38,157,219,242,2585,18,2899,997,288,193,157,259,146,125,991,283,3189,141,1419,813,641,2630,2047,1181,59,10292,146,223,2283,694,357,36,87,2999,124,20,1893,2074,243,42,61,386,63,83,78,818,902,216,108,889,408,851,614,32,1496,2307,1599,1396,1338,35,232,741,59,53,16838
2013,Nov,389920,128545,24902,31455,23197,7652,8480,11362,13510,6285,16586,13168,5319,4609,7865,5768,5970,38,71,29,224,195,2484,6,2559,766,450,121,223,317,154,168,808,229,3570,167,1185,580,655,3794,1951,1362,148,6844,193,145,2358,633,529,8,25,2452,49,85,1938,209,273,68,67,315,137,135,64,1047,988,283,120,1427,726,1225,460,80,373,3417,1446,1868,1476,53,150,1891,41,90,19305
2013,Dec,565302,157579,27370,22134,128799,12335,23428,9088,18842,11172,15919,6848,8835,11738,10727,3827,4016,48,68,57,372,118,5794,60,3780,677,421,105,121,538,212,201,3084,1168,2545,81,2066,293,509,2215,2058,1497,73,9251,57,51,1747,2511,229,41,95,3983,46,19,2102,556,432,75,15,356,61,60,46,1057,2134,182,93,6349,423,649,738,10,1010,1887,726,4386,1197,16,333,587,44,146,20784
2014,Jan,626618,310943,28927,22614,41619,7753,29052,10717,15802,18175,13216,6814,12127,5961,7547,3929,5130,30,39,98,230,135,3906,35,3890,1148,437,132,128,501,140,149,1659,213,3765,120,688,444,637,2463,1356,3088,60,6094,48,132,1892,973,286,22,150,2924,50,16,1793,293,276,96,43,276,102,94,24,644,506,155,45,1400,424,259,845,11,541,1839,1685,10034,927,14,215,853,17,37,24766
2014,Feb,412172,72900,39117,23017,43369,9150,32070,8908,20061,22044,14865,9755,14883,6078,6522,4174,5269,32,64,11,205,117,2526,10,4998,533,464,80,234,367,128,182,2993,171,3263,157,1334,241,4898,6220,1566,344,46,6157,52,165,1607,522,324,8,49,1938,38,50,1713,449,486,53,42,236,74,30,50,788,674,102,28,1548,872,417,1224,40,1318,2393,1625,895,984,8,284,427,8,46,21082
2014,Mar,465219,109543,44925,30597,30321,8142,27239,11924,17578,18829,16759,17013,10084,7219,8210,6197,7290,53,39,40,570,150,2742,12,5903,929,496,133,162,361,171,539,1732,139,3907,233,1310,710,10511,3882,2210,344,57,6410,47,127,1974,1004,285,46,162,6328,102,66,2066,299,250,110,38,417,78,99,90,1029,1128,176,55,1151,915,971,920,82,1264,2379,1538,996,1443,21,188,630,43,80,21007
2014,Apr,308084,58977,23556,33284,23812,5402,8903,11955,5504,7825,12046,15370,5745,7170,6015,4722,7014,30,59,97,631,151,1799,3,3450,1162,564,187,249,252,227,145,799,257,3292,157,1537,641,682,2888,3760,196,62,4603,97,86,1569,829,364,39,78,2851,61,51,1584,298,148,51,45,400,84,144,28,986,1076,110,31,684,961,467,305,26,1950,2862,1805,910,1111,46,212,487,50,115,19903
2014,May,409479,89291,30080,44306,22912,9763,9932,19553,10448,9855,16501,12377,6618,6656,7536,8148,8812,42,82,71,384,436,4655,8,3584,2095,464,340,187,644,472,247,1068,335,5134,242,1539,810,833,3691,3538,331,97,8695,131,153,2092,1201,597,125,76,4180,82,40,3174,382,506,55,87,327,133,94,104,1405,1101,164,63,1050,1208,672,909,71,1158,2265,1925,1057,1342,28,327,286,58,283,27756
2014,Jun,580604,103222,69702,57359,28506,21495,14696,32720,16810,15096,17202,15284,15415,9723,11100,8110,9586,149,82,194,565,660,7882,30,5295,3242,415,293,409,841,217,375,2401,519,6319,593,1940,1140,1970,5793,5509,233,208,19094,215,360,3534,1295,528,122,244,4303,70,60,3302,443,756,162,107,649,176,193,107,1488,1724,257,59,1557,1167,794,3198,167,1311,2880,3035,1181,1909,126,804,367,117,157,29286
2014,Jul,735472,145878,74738,118200,27416,21247,19179,26456,20890,17788,20286,36089,25238,11135,13303,9974,10299,12,32,69,382,601,8815,37,6507,3091,513,275,186,472,241,412,2479,1056,3770,370,1842,583,2674,8810,4308,480,77,18768,217,537,3394,1211,407,75,311,3795,29,42,2424,590,401,48,72,866,134,76,55,1124,1457,168,36,1152,920,830,2959,8,5782,4552,1711,2476,2275,82,815,534,97,113,28719
2014,Aug,719450,154998,79693,72390,29890,22326,19999,28030,24360,15865,22541,19596,15925,19274,26981,9319,9515,65,157,62,444,612,7652,78,5132,3179,403,281,241,564,217,395,1355,374,4613,288,1844,967,5256,6834,5133,308,223,20971,186,147,3921,1166,735,190,185,4241,100,57,3119,641,341,44,133,603,172,103,110,1912,1827,582,130,1155,1199,1302,2099,282,5246,4222,1930,2963,2573,202,682,481,99,258,35762
2014,Sep,401683,70065,30933,44003,21981,13790,9104,20187,18143,8756,16644,13060,5627,6381,7623,6785,8316,136,69,70,366,476,5195,18,3250,2436,465,295,395,578,218,363,1046,289,5301,212,1446,852,1106,3276,2831,219,154,12744,137,342,2430,1203,804,54,92,4274,206,16,2759,324,576,121,78,596,349,80,77,1128,969,323,41,970,1266,476,789,195,1431,2663,1695,1401,1858,243,493,404,35,509,25072
2014,Oct,319431,53889,24316,34082,18952,9414,8396,12670,13111,7529,16282,11150,4096,5318,5813,5643,7845,76,44,139,240,336,2782,6,3599,1294,308,176,261,559,197,148,912,263,4672,249,1191,956,626,3244,1891,619,81,8502,84,68,2213,1510,735,69,63,4712,115,27,2632,234,258,76,37,399,94,93,60,1291,1123,301,29,974,687,310,572,150,811,2211,1485,926,1238,52,224,1501,73,136,19981
2014,Nov,368043,94550,25337,29684,22162,7781,9554,11234,11858,7104,14482,14698,5616,5717,8967,7082,7111,19,18,84,314,136,2497,3,2798,913,399,382,185,419,159,127,1061,218,4542,156,990,625,610,3820,2545,1487,261,6720,40,236,2569,683,593,19,101,2137,23,79,1921,360,332,66,51,319,282,77,46,1321,909,189,44,1094,718,577,494,129,597,3532,1492,1908,1146,105,184,2076,120,224,26825
2014,Dec,514356,75270,28733,24822,135852,14008,27269,9682,17442,9935,15453,7750,9702,13819,13528,4995,6010,19,24,27,871,99,6078,98,4194,1030,413,56,286,584,160,206,4081,2240,3805,106,2438,338,757,2253,1226,1438,92,9927,92,196,2028,2638,319,15,156,5540,66,23,2551,691,786,193,26,466,53,17,18,1543,2021,320,30,8333,377,670,1648,99,1314,2012,1250,3614,1167,38,283,601,130,220,15696
2015,Jan,497420,178801,31841,23296,44272,8095,31811,9769,13111,18013,13311,6596,13382,6577,9171,6593,5853,8,14,14,302,131,3223,11,3836,1460,456,289,189,401,76,277,1379,314,3857,106,1063,408,768,3662,1279,1927,46,6716,48,84,2121,1258,468,39,123,2554,76,18,1901,470,402,85,37,314,86,34,24,972,453,140,39,1606,423,384,1112,38,894,1747,2376,6502,1053,22,109,768,48,100,15788
2015,Feb,409056,32627,42713,26368,42133,13944,36380,11235,17326,21370,15665,13991,15132,6006,7281,6552,6854,36,29,88,425,328,2466,6,6784,1175,413,220,117,427,144,134,4364,188,3998,166,1317,319,8772,8116,1576,719,70,9580,79,42,1693,498,459,43,74,2035,74,13,2030,1265,618,28,68,271,126,67,77,1169,792,311,27,1661,741,642,2464,46,1092,2179,1865,696,1371,45,155,349,52,75,16210
2015,Mar,423353,53573,47059,32482,31442,10520,27434,13372,14934,17048,17852,16467,9952,6929,9055,10060,7600,38,42,144,624,212,2357,8,6055,1022,904,148,349,324,203,220,2451,183,4647,173,1581,538,9147,5169,2168,782,245,8069,55,78,1869,830,479,59,75,4150,40,23,2390,550,441,96,41,369,170,67,73,1497,1553,316,32,1467,1219,1203,1646,174,1130,2935,1806,1236,1706,51,192,876,48,298,18531
2015,Apr,296921,34087,26474,34059,23052,7834,9248,10917,6218,7342,12851,14420,6012,6647,6461,7721,6404,15,72,65,237,187,2039,3,3656,1062,669,114,234,469,265,146,912,331,4175,202,1940,1081,4127,2945,2020,240,95,6922,51,67,1638,703,447,48,69,2952,66,131,1711,312,208,85,49,424,49,201,29,1130,2346,156,88,754,1297,1159,497,78,1971,2292,1842,680,1247,60,150,208,70,205,17481
2015,May,403303,59814,35869,48533,22610,14970,9726,18266,10951,9912,15893,11448,7024,6208,7068,13731,8464,9,19,73,346,410,4141,62,3973,1651,888,419,227,422,331,168,1073,465,5726,445,2045,1935,1169,4577,2617,264,105,13897,78,77,3155,700,1074,47,127,4868,129,41,2691,286,549,98,99,464,116,116,130,1305,2859,378,69,563,1501,948,981,109,945,2867,2085,1136,1769,103,318,218,40,114,22206
2015,Jun,549841,61741,69592,57525,28550,28098,15611,28061,18178,15729,15518,15533,15695,8141,10498,10995,11347,102,42,175,370,1099,8449,16,5333,2515,952,436,227,819,232,324,2593,446,7365,376,1505,744,1701,5670,5656,512,151,25505,223,78,3760,1358,1248,55,100,4155,103,33,2649,456,830,102,143,699,221,164,167,1748,1890,400,113,1095,1167,1009,3019,112,1218,2959,2478,979,2227,116,715,444,79,188,27214
2015,Jul,784030,88435,90653,118979,30402,30707,18485,26544,22677,18810,21760,45944,44132,11817,13978,8998,11167,22,282,72,663,1498,8530,19,6675,3667,531,212,136,502,318,368,2961,1009,4455,274,1933,1034,4594,10189,5286,514,153,27746,521,508,4849,1218,1406,100,160,4172,29,196,2807,585,1386,167,101,858,89,37,106,1817,2551,367,20,888,2847,735,4209,28,8120,4373,2661,3020,1855,152,634,494,61,223,42549
2015,Aug,690826,90678,76995,71942,33210,33394,19896,27134,26433,14640,17980,18050,16667,19715,26259,8518,9116,144,258,81,878,1101,8026,50,4882,2397,479,413,431,1017,146,362,2865,257,4819,632,1696,1180,5770,7010,4551,519,427,30529,847,265,5251,1225,816,422,237,3324,68,28,3021,742,696,182,209,610,244,131,107,2336,1928,1209,64,1181,1955,634,2861,122,17642,3955,2496,3553,2186,91,958,684,79,354,36566
2015,Sep,427342,36551,37228,44456,22810,21241,9592,20390,23617,9205,15313,11976,7644,7813,7969,9482,9668,74,535,97,422,469,5137,58,3725,2378,399,223,544,531,272,153,1171,419,5099,686,2081,1135,1766,4412,3587,239,318,20070,379,45,2793,1048,1330,140,236,3360,227,38,2525,453,475,380,76,793,153,95,111,1848,1364,431,49,1217,1367,679,1242,559,13737,3837,2189,2352,1359,688,458,281,37,176,27860
2015,Oct,324521,34401,25802,34802,21488,11956,8333,13290,17661,7659,14794,11409,4831,5214,7383,7034,7869,40,79,107,322,243,2771,7,2993,1390,546,274,276,412,232,197,1403,156,4163,476,2029,1353,753,2968,2395,423,106,10553,206,197,2992,1054,938,57,97,4058,133,17,2908,344,406,73,153,408,279,91,90,1424,1607,336,40,656,759,538,627,157,1209,2344,1533,953,1460,56,344,1037,26,109,24212
2015,Nov,340665,53193,26770,31017,24088,10844,8344,11647,14059,7585,14177,12144,6808,5388,8283,6153,8200,43,62,94,377,167,2834,46,3123,865,510,151,283,501,397,187,1908,265,3197,384,1341,734,787,3162,3016,747,150,8936,128,64,2762,917,1057,14,158,2488,99,102,2017,432,426,60,67,438,103,147,29,1470,1621,267,46,1245,611,709,717,165,922,3111,1376,2070,1346,47,189,2203,32,289,27754
2015,Dec,573607,58947,32298,26411,147812,18932,35230,11921,18246,12255,13785,8017,11526,16022,14351,4422,5417,33,27,24,1069,73,7650,51,4196,923,408,199,337,618,346,233,5593,1403,3105,239,4062,528,843,2779,11880,666,85,13339,92,86,2164,2314,531,21,187,5140,108,10,2366,1159,1568,213,36,378,54,69,35,1762,2062,190,103,12960,1254,648,1822,138,1846,2178,1863,3622,1253,14,381,1506,48,198,26927
2016,Jan,534098,151848,34856,25329,48583,13862,35323,11903,13796,21320,14181,7022,15597,8129,11547,5172,6583,28,35,61,550,169,4301,0,4566,1335,717,215,155,351,334,241,2988,562,3284,196,1133,549,878,3653,10296,593,34,10874,84,43,2354,1163,845,25,121,4078,102,54,2528,401,525,201,52,425,77,83,38,985,1201,182,31,2140,693,323,2062,49,952,2030,3443,7031,933,47,424,974,32,133,24085
2016,Feb,481810,32223,46311,25290,46241,20626,43673,11744,21365,28372,17639,14848,17251,7770,9712,5801,7298,286,25,15,362,165,2977,116,7547,1448,910,228,142,436,300,166,5994,456,3439,322,1562,495,14941,8307,2211,325,97,14632,82,44,2627,649,914,36,70,3238,50,20,1744,1026,1015,95,116,327,109,53,60,1220,1254,93,57,2997,933,639,3623,16,1327,2774,3567,1129,954,158,240,428,128,41,23889
2016,Mar,438406,39508,45757,30607,31342,13811,30747,13572,15673,18560,16839,15464,13188,12355,9443,6311,8062,59,22,12,622,223,2016,46,6497,754,634,95,201,377,589,143,3801,178,4364,269,1167,759,18267,4514,1934,403,92,10010,103,96,2000,983,471,54,113,5281,32,76,1993,717,947,54,52,490,90,63,221,1565,1416,323,38,2705,764,607,2276,56,2188,3020,2156,1309,1306,87,215,442,10,144,24656
2016,Apr,308920,31515,26235,35107,21170,10006,9781,13083,6123,9086,13353,15544,4993,5680,6753,6142,7892,83,52,167,292,146,2125,0,4216,1699,474,297,245,465,127,132,1037,350,3889,241,1414,1348,1218,2892,3295,367,82,8969,112,104,1873,727,340,90,107,3262,80,22,1966,378,253,153,109,311,133,166,148,1931,1413,328,21,903,742,448,572,15,2954,2654,2236,1091,1405,37,113,260,7,503,22868
2016,May,390906,39632,36421,45559,20434,17945,9373,21173,14265,9078,15116,11875,7406,5173,6641,7325,8838,34,97,450,413,379,4241,23,3571,1524,581,336,373,472,407,254,1132,679,6543,619,1455,1827,928,4188,3799,405,184,16813,111,129,2900,1035,493,35,156,5882,77,44,3708,557,744,126,141,373,96,206,53,2263,1279,290,36,1108,780,1104,850,102,1382,2501,2417,817,1532,95,387,331,41,158,28586
2016,Jun,569061,48458,69248,57093,27397,32003,15754,39876,17938,16273,15712,15679,16651,8685,10451,8607,12480,89,28,158,357,1300,7175,6,5897,2059,642,329,187,996,345,383,2631,670,6758,576,2043,1822,1608,6403,5267,423,109,29372,358,182,4629,1394,460,40,315,4698,121,35,3191,511,743,102,56,1276,205,194,153,2402,2021,96,37,1254,860,768,2774,80,1688,2899,2329,1402,2116,93,827,271,66,275,38202
2016,Jul,752631,76629,82518,115407,26642,34308,19163,26766,22858,16822,20147,34842,30922,14851,17689,11268,10964,182,34,127,937,1804,7494,60,8326,3521,1140,214,684,376,644,400,2845,1143,4922,1113,2584,927,3832,8508,4606,299,95,31463,362,207,5886,1811,591,548,281,4331,311,100,2818,727,823,171,117,1158,171,136,200,2625,2119,685,53,855,2155,1030,2940,33,6486,5595,3630,3376,3180,114,797,602,33,457,45041
